municipio_cod;lon;lat;alt
2414704;-35,37480; -6,3488000;  57,3163
2414753;-38,49120; -6,3194000; 639,4612
2414803;-35,42810; -6,0456000;  97,3869
2414902;-37,94740; -5,9919000; 205,4923
2415008;-35,07610; -6,3128000;  39,8099
2500106;-37,64220; -7,5111000; 747,4980
2500205;-38,17760; -7,0948000; 272,1856
2500304;-35,63390; -7,0368000; 143,2507
2500403;-35,75950; -7,0578000; 514,3035
2500502;-35,54550; -6,9481000; 142,4201
2500536;-36,06060; -7,7415000; 518,6663
2500577;-36,00610; -6,9047000; 444,7022
2500601;-34,91200; -7,4330000;  57,4841
2500700;-38,44550; -6,7344000; 245,1445
2500734;-37,06480; -7,5672000; 622,1260
2500775;-38,08330; -6,7837000; 215,4375
2500809;-35,38330; -6,8517000;  50,0000
2500908;-35,75950; -6,8262000; 448,0510
2501005;-35,73600; -6,5314000; 547,2111
2501104;-35,70340; -6,9655000; 608,9055
2501153;-36,94350; -7,1237000; 365,3387
2501203;-35,92280; -7,0500000; 692,1391
2501302;-35,71560; -7,5485000; 359,3589
2501351;-36,73320; -7,0763000; 570,6671
2501401;-34,94990; -6,6795000;   8,1435
2501500;-35,63160; -6,7496000; 540,3484
2501534;-36,25300; -6,6424000; 617,1531
2501575;-35,99630; -7,5228000; 342,9895
2501609;-36,05980; -6,7203000; 454,6947
2501708;-36,32150; -7,7527000; 488,6910
2501807;-34,92920; -7,1323000;  11,3151
2501906;-35,53630; -6,6940000; 152,0256
2502003;-37,53950; -6,1886000; 180,2303
2502052;-38,54890; -6,4535000; 692,6640
2502102;-38,21900; -7,4223000; 310,7524
2502151;-36,23540; -7,2579000; 489,4373
2502201;-38,65510; -6,8180000; 320,7095
2502300;-37,93000; -6,4450000; 304,0587
2502409;-38,51650; -7,3108000; 585,6446
2502508;-36,13340; -7,4826000; 361,1155
2502607;-38,14670; -7,1793000; 305,9808
2502706;-35,59940; -6,8043000; 340,6406
2502805;-37,50020; -6,3477000; 200,4127
2502904;-37,82370; -6,3762000; 329,0817
2503001;-34,91790; -7,5143000;  69,1908
2503100;-36,28430; -7,4907000; 388,5308
2503209;-34,83940; -6,9670000;   4,5831
2503308;-38,67830; -6,9239000; 329,7974
2503407;-37,15820; -7,1285000; 272,0800
2503506;-35,79280; -6,6400000; 534,7141
2503555;-37,06040; -7,2124000; 632,1077
2503605;-35,46910; -6,6175000; 117,3806
2503704;-38,56050; -6,8905000; 306,1159
2503753;-37,79920; -6,9627000; 259,5835
2503803;-35,34240; -7,1718000;  82,7878
2503902;-36,83160; -7,8912000; 554,3254
2504009;-35,88390; -7,2215000; 540,2315
2504033;-35,16770; -6,9108000; 101,3008
2504074;-36,49550; -7,7311000; 452,0401
2504108;-38,34420; -7,0397000; 369,8459
2504157;-35,81630; -6,7838000; 506,1707
2504207;-37,61070; -7,1252000; 284,8428
2504306;-37,74850; -6,3468000; 301,9791
2504355;-36,02070; -7,4196000; 413,4300
2504405;-38,50920; -7,5602000; 382,7365
2504504;-37,60400; -6,9123000; 240,7492
2504603;-34,90720; -7,2636000; 121,9363
2504702;-36,66150; -7,7926000; 479,0598
2504801;-37,94550; -7,0169000; 215,7123
2504850;-36,60480; -7,6288000; 468,6118
2504900;-35,09150; -7,1413000;  19,3924
2505006;-36,34790; -6,8624000; 558,3326
2505105;-36,15320; -6,4856000; 665,0154
2505204;-35,52570; -6,8958000;  94,2172
2505238;-35,25280; -6,9142000;  75,9627
2505279;-35,26710; -6,7174000;  68,5084
2505303;-38,20040; -7,5381000; 349,1867
2505352;-35,90990; -6,6319000; 578,2735
2505402;-37,09220; -7,2914000; 605,8059
2505501;-37,56790; -6,7407000; 249,8421
2505600;-38,26500; -7,4236000; 307,7513
2505709;-35,62250; -6,6021000; 439,5238
2505808;-35,41820; -6,6881000; 145,2312
2505907;-37,71460; -7,1080000; 271,0279
2506004;-35,85860; -7,0207000; 633,2399
2506103;-35,78460; -7,3631000; 479,8342
2506202;-36,45200; -6,4045000; 375,7512
2506251;-35,79070; -7,5829000; 353,0647
2506301;-35,49000; -6,8527000;  97,7901
2506400;-35,42820; -7,1232000; 103,5451
2506509;-36,48630; -7,2462000; 489,2466
2506608;-38,40560; -7,4979000; 344,9804
2506707;-37,51010; -7,3885000; 759,5777
2506806;-35,61770; -7,2950000; 143,1291
2506905;-35,33750; -7,3309000;  46,0060
2507002;-38,15260; -7,3040000; 296,8851
2507101;-35,24630; -6,8299000;  83,1214
2507200;-35,62820; -7,3750000; 117,1591
2507309;-35,29430; -6,6130000; 172,4436
2507408;-37,80860; -6,5562000; 226,5174
2507507;-34,87340; -7,1494000;  47,7109
2507606;-35,59120; -7,1663000; 150,3544
2507705;-36,57070; -7,0654000; 553,7114
2507804;-36,71640; -6,9933000; 587,2543
2507903;-35,23950; -7,3703000; 122,2207
2508000;-37,81930; -7,5343000; 588,2194
2508109;-37,91510; -6,5942000; 281,2737
2508208;-35,37700; -6,6706000; 152,5435
2508307;-35,85140; -7,1584000; 634,7999
2508406;-38,17920; -6,5165000; 337,2933
2508505;-36,94860; -7,3790000; 589,2521
2508554;-35,44330; -6,6154000; 123,5805
2508604;-34,87460; -6,8988000;   5,3295
2508703;-37,42820; -7,2570000; 418,1518
2508802;-37,51780; -6,9072000; 257,1548
2508901;-35,12390; -6,8337000;  24,2619
2509008;-38,15310; -7,7046000; 749,1511
2509057;-35,01390; -6,7701000;  92,9344
2509107;-35,31850; -7,0564000; 148,1643
2509156;-38,35540; -6,8447000; 306,3825
2509206;-35,73750; -7,1802000; 517,3517
2509305;-35,04860; -6,6005000;  30,0679
2509339;-35,77090; -7,1212000; 482,5669
2509370;-37,71160; -6,5426000; 198,6690
2509396;-37,35040; -7,2659000; 815,6654
2509404;-35,48240; -7,3095000; 113,7720
2509503;-35,95830; -7,0891000; 711,6568
2509602;-38,58370; -7,2095000; 716,9121
2509701;-37,12270; -7,8922000; 604,6656
2509800;-35,46510; -7,0279000;  93,7591
2509909;-35,55610; -7,6410000; 340,3557
2510006;-38,31890; -6,9127000; 287,6085
2510105;-36,20250; -6,4561000; 669,8915
2510204;-38,04110; -7,4768000; 315,2056
2510303;-36,41870; -6,6766000; 557,9670
2510402;-37,75270; -7,2250000; 268,2806
2510501;-36,24370; -6,9882000; 556,6525
2510600;-37,15440; -7,6187000; 599,3916
2510659;-36,65830; -7,3167000; 487,0905
2510709;-37,05440; -7,1328000; 307,5951
2510808;-37,27690; -7,0245000; 243,8376
2510907;-37,62110; -6,5941000; 158,4815
2511004;-38,07220; -7,4266000; 302,1329
2511103;-36,47210; -6,7579000; 515,9198
2511202;-35,11320; -7,4015000; 177,1049
2511301;-37,92650; -7,1926000; 260,5149
2511400;-36,34700; -6,5101000; 442,6566
2511509;-35,25990; -7,2599000;  58,6784
2511608;-35,61550; -6,8692000; 324,9970
2511707;-35,53060; -6,8406000; 143,6477
2511806;-35,49770; -6,7808000; 103,5104
2511905;-34,81390; -7,4824000;   9,3415
2512002;-36,05640; -7,0786000; 657,0747
2512036;-38,49720; -6,4072000; 456,6637
2512077;-38,51000; -6,5769000; 287,3949
2512101;-37,79830; -6,7699000; 191,9077
2512200;-37,08230; -7,6970000; 588,1640
2512309;-37,99370; -7,7339000; 684,9738
2512408;-35,95850; -7,1489000; 641,4373
2512507;-35,89940; -7,3608000; 464,2277
2512606;-37,14710; -7,0308000; 296,0666
2512705;-35,79580; -6,9663000; 586,2063
2512721;-35,29300; -6,6445000; 162,3109
2512747;-35,66270; -6,5427000; 177,5215
2512754;-35,65540; -7,2506000; 198,7653
2512762;-35,26120; -7,1515000;  70,8762
2512788;-36,15670; -7,6903000; 440,0346
2512804;-37,65380; -6,4365000; 203,1132
2512903;-35,07890; -6,8084000;  12,2722
2513000;-36,84550; -7,1030000; 426,7216
2513109;-35,44330; -7,3554000;  55,3253
2513158;-35,87750; -7,7429000; 508,2893
2513208;-38,06060; -6,5350000; 322,9279
2513307;-38,64280; -6,7187000; 291,8683
2513356;-38,55960; -7,6278000; 419,8843
2513406;-36,92170; -6,8719000; 308,1885
2513505;-38,33260; -7,5512000; 380,5911
2513604;-37,98500; -7,3876000; 318,4604
2513653;-38,47944; -6,4833333; 349,0000
2513703;-34,96580; -7,1381000;  68,3850
2513802;-37,44170; -7,0842000; 300,0624
2513851;-36,63100; -7,2205000; 498,5094
2513901;-37,44930; -6,4893000; 151,0615
2513927;-37,72270; -6,8903000; 258,5476
2513943;-36,43590; -7,6330000; 409,1006
2513968;-37,94260; -6,8159000; 193,9736
2513984;-38,09710; -6,6193000; 269,4539
2514008;-36,53150; -7,3902000; 456,0920
2514107;-36,84570; -8,0810000; 577,3405
2514206;-38,15780; -6,9442000; 265,7262
2514305;-38,29780; -7,2492000; 602,2796
2514404;-37,32510; -6,8442000; 209,5826
2514453;-35,37800; -7,2471000;  95,5099
2514503;-38,50110; -7,1209000; 342,4803
2514552;-38,09880; -7,7430000; 726,3342
2514602;-37,30920; -7,1609000; 281,6473
2514651;-37,35380; -6,2129000; 155,1146
2514701;-36,79750; -6,7755000; 341,6534
2514800;-36,80280; -7,3926000; 528,2754
2514909;-37,09490; -6,9302000; 275,2137
2515005;-35,21050; -7,2492000;  44,9881
2515104;-35,86640; -7,1009000; 627,7912
2515203;-37,00840; -8,1571000; 596,6587
2515302;-35,23040; -7,0871000; 121,5013
2515401;-36,41080; -6,8569000; 518,0913
2515500;-36,65570; -7,4805000; 481,3194
2515609;-35,44270; -6,6855000; 325,4468
2515708;-38,37490; -7,2141000; 613,8107
2515807;-35,67430; -7,1825000; 336,0831
2515906;-35,64410; -6,8171000; 537,9500
2515930;-35,44180; -6,7508000; 132,5936
2515971;-35,23820; -7,1446000;  53,0988
2516003;-35,65620; -6,7599000; 625,7813
2516102;-36,36270; -7,0587000; 523,9419
2516151;-36,24820; -6,7675000; 587,2359
2516201;-38,22960; -6,7634000; 227,0476
2516300;-36,88030; -7,6711000; 521,3664
2516409;-35,63880; -6,4889000; 173,9844
2516508;-36,82900; -7,2095000; 532,1034
2516607;-37,87860; -7,6357000; 717,9978
2516706;-37,25160; -7,2237000; 786,7692
2516755;-36,62800; -6,9383000; 608,1739
2516805;-38,59810; -6,5768000; 304,3175
2516904;-38,40700; -6,5249000; 294,3976
2517001;-35,67150; -7,6982000; 545,2507
2517100;-36,99270; -6,7708000; 263,8672
2517209;-38,27780; -6,5457000; 321,0572
2517407;-37,09360; -8,0769000; 646,3441
2600054;-34,89910; -7,9044000;  27,0606
2600104;-37,63770; -7,7483000; 515,3462
2600203;-41,00580; -8,5111000; 515,8429
2600302;-35,94680; -8,4560000; 437,1549
2600401;-35,51860; -8,7091000;  92,7347
2600500;-37,12200; -9,1146000; 373,3229
2600609;-36,77550; -8,4663000; 731,3153
2600708;-35,22850; -7,6047000; 112,1885
2600807;-36,05970; -8,4896000; 456,2458
2600906;-35,45080; -8,3785000; 291,6231
2601003;-36,28480; -8,8904000; 639,9271
2601052;-35,09400; -7,7856000; 161,8506
2601102;-40,50250; -7,5781000; 639,7811
2601201;-37,05650; -8,4239000; 671,5833
2601300;-35,66280; -8,4209000; 486,8552
2601409;-35,19910; -8,8141000;  22,0897
2601508;-35,83990; -8,6212000; 273,5349
2601607;-38,96160; -8,7515000; 316,3497
2601706;-36,42000; -8,3353000; 616,7049
2601805;-38,03870; -8,2698000; 460,1001
2601904;-35,75450; -8,2354000; 473,1703
2602001;-39,93620; -7,7793000; 446,9645
2602100;-36,67930; -9,1634000; 633,1628
2602209;-35,58710; -7,7995000; 314,1875
2602308;-35,72850; -8,4723000; 431,0850
2602407;-36,56470; -9,0272000; 759,7331
2602506;-37,28730; -7,3457000; 748,4488
2602605;-36,37040; -8,1490000; 636,5355
2602704;-35,32960; -7,7244000; 135,8131
2602803;-37,15700; -8,6221000; 809,5007
2602902;-35,03850; -8,2899000;  29,2411
2603009;-39,30980; -8,5151000; 326,6445
2603108;-36,23600; -8,4868000; 536,1678
2603207;-36,62480; -8,7756000; 848,5567
2603306;-36,33330; -8,7384000; 679,8356
2603405;-38,15370; -7,9384000; 456,7992
2603454;-34,99570; -8,0205000;  43,1197
2603504;-35,76520; -8,3621000; 694,0361
2603603;-35,28280; -7,4071000; 102,1476
2603702;-36,19360; -8,8839000; 544,3618
2603801;-36,62380; -8,7361000; 891,1076
2603900;-37,79340; -7,8031000; 496,9501
2603926;-38,74340; -8,3206000; 457,6195
2604007;-35,25810; -7,8469000; 187,6489
2604106;-35,96710; -8,2859000; 533,5420
2604155;-35,72530; -7,7432000; 412,7048
2604205;-35,72170; -8,6703000; 160,1495
2604304;-39,23710; -7,7175000; 549,0836
2604403;-35,21370; -7,9979000; 164,4640
2604502;-35,46470; -8,2401000; 459,7384
2604601;-35,10410; -7,5894000; 108,0676
2604700;-36,32970; -9,1287000; 398,8611
2604809;-35,54160; -8,4752000; 318,0895
2604908;-35,69470; -8,0150000; 373,0591
2605004;-35,95030; -8,6113000; 412,3723
2605103;-37,64110; -8,0890000; 547,9869
2605152;-40,77070; -8,4487000; 483,7228
2605202;-35,23620; -8,3625000; 109,1173
2605301;-39,72270; -7,5163000; 527,4313
2605400;-35,39060; -7,9487000; 154,8954
2605509;-35,24410; -7,4455000;  92,7444
2605608;-37,97150; -7,8617000; 493,5767
2605707;-38,57120; -8,6008000; 322,0076
2605806;-35,92310; -7,9445000; 392,8653
2605905;-35,38660; -8,5838000;  97,7688
2606002;-36,49310; -8,8889000; 869,2116
2606101;-35,29230; -7,9996000; 148,7563
2606200;-34,99840; -7,5592000;  17,9959
2606309;-39,61930; -7,7093000; 444,7962
2606408;-35,57150; -8,2060000; 466,6500
2606507;-36,84730; -9,0457000; 488,3589
2606606;-37,69000; -8,5388000; 407,3733
2606705;-36,18050; -8,5805000; 608,5777
2606804;-34,91060; -7,8284000;  11,4156
2606903;-37,51880; -7,8448000; 572,5859
2607000;-37,82450; -8,9020000; 363,5442
2607109;-37,45770; -7,6778000; 542,2583
2607208;-35,06350; -8,3970000;  49,9739
2607307;-40,15020; -7,6497000; 540,2353
2607406;-38,68630; -8,7245000; 314,6347
2607505;-37,41890; -8,9401000; 474,5899
2607604;-34,82400; -7,7466000;   6,5943
2607653;-35,11060; -7,4093000; 184,5648
2607703;-37,18840; -7,3784000; 639,5093
2607752;-34,88930; -7,7740000;   6,0000
2607802;-35,10260; -7,6664000;  64,5660
2607901;-34,92120; -8,1654000;   6,4683
2607950;-35,79740; -8,7280000; 229,6328
2608008;-36,49880; -7,9873000; 519,4310
2608057;-38,27500; -9,1851000; 276,8588
2608107;-35,59150; -7,8602000; 325,3177
2608206;-35,52920; -8,6269000; 149,4187
2608255;-36,49040; -8,7070000; 823,2186
2608305;-36,41170; -8,7061000; 748,8683
2608404;-36,13600; -8,7197000; 737,8963
2608453;-35,31260; -7,8442000; 122,0526
2608503;-35,29280; -7,9324000; 179,3468
2608602;-36,46430; -9,1242000; 658,3796
2608701;-35,90710; -8,6493000; 465,3970
2608750;-40,27070; -8,9951000; 363,0000
2608800;-36,32150; -8,6629000; 665,6033
2608909;-35,45530; -7,8802000; 136,9616
2609006;-35,44990; -7,5557000; 316,5239
2609105;-35,51410; -7,6886000; 368,7686
2609154;-37,62680; -8,9601000; 559,6473
2609204;-35,81410; -8,7831000; 236,3892
2609303;-38,73460; -8,1202000; 460,0838
2609402;-35,09490; -8,1187000;  88,6363
2609501;-35,22130; -7,7377000;  88,0079
2609600;-34,86130; -7,9927000;  19,9688
2609709;-35,60300; -7,7379000; 417,2155
2609808;-39,59520; -8,6179000; 350,3194
2609907;-40,08150; -7,8832000; 451,1383
2610004;-35,58830; -8,6791000; 121,9743
2610103;-36,32730; -9,0017000; 537,8259
2610202;-36,00160; -8,6672000; 572,2230
2610301;-36,65840; -8,9201000; 869,3794
2610400;-39,57580; -8,0901000; 401,9079
2610509;-35,58170; -7,9789000; 181,7665
2610608;-35,17920; -7,8971000;  91,1244
2610707;-34,88480; -7,9432000;  19,5768
2610806;-36,94280; -8,4985000; 610,6287
2610905;-36,69550; -8,3555000; 650,7394
2611002;-38,22070; -8,9773000; 325,7382
2611101;-40,50000; -9,3974000; 385,9991
2611200;-36,70590; -8,1862000;1017,4185
2611309;-35,39620; -8,1444000; 194,3781
2611408;-35,35390; -8,3314000; 160,7309
2611507;-36,01200; -8,8279000; 458,1808
2611533;-37,84640; -7,7181000; 568,1759
2611606;-34,88890; -8,0628000;  10,3307
2611705;-35,86090; -8,1270000; 388,4207
2611804;-35,37610; -8,5111000;  99,2584
2611903;-35,15540; -8,6622000;  11,4065
2612000;-35,71020; -8,3276000; 664,4719
2612109;-35,63810; -7,9395000; 209,9848
2612208;-39,12090; -8,0707000; 424,2681
2612307;-36,69270; -8,9760000; 767,5022
2612406;-36,56250; -8,3630000; 657,8650
2612455;-40,33770; -8,2380000; 501,8558
2612471;-38,15310; -7,8215000; 852,5929
2612505;-36,20400; -7,9552000; 446,0844
2612554;-40,61580; -8,1605000; 637,6282
2612604;-39,82420; -8,8041000; 358,1827
2612703;-35,88520; -7,8318000; 506,1377
2612802;-37,48000; -7,3704000; 850,1819
2612901;-35,93110; -8,8104000; 426,9597
2613008;-36,44630; -8,5199000; 617,3820
2613107;-36,13740; -8,3274000; 555,2454
2613206;-36,36830; -8,8776000; 709,0614
2613305;-35,80950; -8,4322000; 456,4577
2613404;-35,14570; -8,8942000;  11,1214
2613503;-38,75950; -7,8617000; 491,6322
2613602;-37,27510; -7,4740000; 597,6719
2613701;-35,04130; -7,9959000;  49,3652
2613800;-35,49010; -7,5922000; 448,4329
2613909;-38,29630; -7,9880000; 436,8620
2614006;-39,29260; -7,9543000; 422,4244
2614105;-37,26740; -8,0724000; 561,3657
2614204;-35,11640; -8,5934000;  24,7529
2614303;-39,55380; -7,6300000; 498,5557
2614402;-37,64750; -7,6021000; 592,8245
2614501;-35,75680; -7,8352000; 390,4108
2614600;-37,54030; -7,5911000; 566,5874
2614709;-36,29040; -8,3156000; 577,3809
2614808;-38,15350; -9,1057000; 525,2830
2614857;-35,09060; -8,7047000;  15,4022
2615003;-36,04330; -7,9022000; 771,6461
2615102;-36,62150; -9,0578000; 739,8423
2615201;-39,37440; -8,2304000; 358,3566
2615300;-35,31880; -7,5117000; 107,4266
2615409;-36,05680; -8,0067000; 357,1583
2615508;-35,23790; -7,8027000; 127,0159
2615607;-40,26560; -7,7618000; 522,1093
2615706;-38,10710; -7,8309000;1034,8330
2615805;-37,34020; -8,7516000; 727,5337
2615904;-37,31120; -7,5988000; 563,6446
2616001;-36,87840; -8,5765000; 531,2167
2616100;-38,97430; -7,9329000; 498,2123
2616183;-35,85300; -7,7748000; 481,1433
2616209;-35,98930; -7,9057000; 403,7184
2616308;-35,32030; -7,6530000; 116,2937
2616407;-35,29390; -8,1187000; 154,5069
2616506;-35,62420; -8,8033000; 184,3228
2700102;-37,94070; -9,2670000; 632,6648
2700201;-36,30080; -9,6841000; 133,2471
2700300;-36,65730; -9,7559000; 269,1145
2700409;-36,02140; -9,5014000;  70,1121
2700508;-35,50030; -9,4093000;   2,4445
2700607;-35,90740; -9,8390000;   8,0491
2700706;-37,12710; -9,6746000; 131,5998
2700805;-36,49450; -9,5686000; 319,5170
2700904;-37,27840; -9,8270000;  20,7941
2701001;-36,21170; -9,6451000; 163,8500
2701100;-36,02000; -9,2466000; 106,5506
2701209;-36,99690; -9,4052000; 266,4395
2701308;-36,15640; -9,3897000; 115,8329
2701357;-35,56670; -8,8484000; 115,5103
2701407;-36,35240; -9,7834000; 181,0000
2701506;-36,79080; -9,9569000; 179,6154
2701605;-37,60560; -9,1174000; 334,4004
2701704;-36,07500; -9,4129000;  75,0959
2701803;-37,37480; -9,4807000; 336,9266
2701902;-36,29940; -9,2614000; 420,4719
2702009;-36,57970; -9,6385000; 224,2616
2702108;-35,71980; -8,9127000; 141,0383
2702207;-35,79540; -9,6376000;  39,6580
2702306;-36,17610;-10,1265000;  12,2094
2702355;-36,77240; -9,6199000; 239,5421
2702405;-37,99920; -9,3846000; 255,9192
2702504;-37,08980; -9,3857000; 228,4769
2702553;-36,75830; -9,3874000; 314,8875
2702603;-36,67770; -9,9004000; 218,4025
2702702;-36,30720;-10,2924000;  10,5628
2702801;-35,72440; -9,2732000;  79,7502
2702900;-36,83030; -9,8874000; 237,6713
2703007;-35,93120; -8,9770000; 500,4137
2703106;-36,62820; -9,5337000; 236,3454
2703205;-36,65330;-10,1293000;  13,8168
2703304;-37,75260; -9,2239000; 393,4126
2703403;-37,20780; -9,6367000; 144,2514
2703502;-35,46100; -8,8403000;  93,4027
2703601;-35,25870; -9,0890000;  17,5556
2703700;-37,00360; -9,6584000; 169,1072
2703759;-36,02730;-10,0096000;  45,1203
2703809;-35,74900; -9,1360000;  98,4907
2703908;-35,55560; -8,9389000; 102,9264
2704005;-36,47150; -9,9316000; 169,9185
2704104;-36,73580; -9,8309000; 279,3806
2704203;-36,50390; -9,7386000; 141,1126
2704302;-35,70160; -9,6608000;  11,0178
2704401;-36,98480; -9,5266000; 189,7590
2704500;-35,22300; -9,0155000;   7,9368
2704609;-37,35660; -9,2340000; 366,3911
2704708;-35,89310; -9,7392000;   6,7076
2704807;-36,30660; -9,5772000; 162,2236
2704906;-36,38500; -9,4478000; 550,3111
2705002;-37,72520; -9,1148000; 686,1943
2705101;-35,53360; -9,1585000;  19,2512
2705200;-35,84040; -9,3918000; 148,3216
2705309;-36,86490; -9,3037000; 283,7805
2705408;-37,24530; -9,6023000; 218,2729
2705507;-35,94760; -9,3163000;  84,0482
2705606;-35,66100; -8,9432000; 168,4875
2705705;-37,29790; -9,5336000; 276,8907
2705804;-37,83620; -9,5014000; 234,5954
2705903;-36,80670;-10,0585000; 134,4610
2706000;-37,19080; -9,5195000; 213,2753
2706109;-37,35440; -9,1634000; 381,5671
2706208;-37,33110; -9,6731000; 164,3475
2706307;-36,63100; -9,4062000; 332,3564
2706406;-37,43510; -9,7470000;  21,0754
2706422;-38,00980; -9,2579000; 358,6106
2706448;-35,55910; -9,4663000;  26,7713
2706505;-35,49130; -9,2448000;   4,6396
2706604;-36,37270; -9,3734000; 293,5980
2706703;-36,58050;-10,2961000;   6,1438
2706802;-36,43440;-10,4074000;   6,1812
2706901;-35,94850; -9,6069000;  34,3083
2707008;-36,28650; -9,4762000; 297,4379
2707107;-37,75040; -9,6236000;  37,0516
2707206;-37,27930; -9,3029000; 289,4427
2707305;-35,39830; -9,0524000;  55,5555
2707404;-35,29700; -9,1561000;  32,7018
2707503;-36,82460;-10,1737000;  23,1319
2707602;-36,47720; -9,3235000; 371,2188
2707701;-35,85240; -9,4862000;  47,6409
2707800;-35,98120; -9,8322000;  31,6513
2707909;-35,82350; -9,5968000;  23,3303
2708006;-37,24540; -9,3723000; 248,3029
2708105;-36,22520; -9,1650000; 253,3847
2708204;-36,89890;-10,1203000;  15,6049
2708303;-36,05740; -9,0111000; 260,7150
2708402;-37,38370; -9,5494000; 260,4997
2708501;-35,56550; -9,3141000;  67,5859
2708600;-36,09430; -9,7799000;  12,4314
2708709;-35,36910; -9,2672000;  12,5818
2708808;-36,55110; -9,9317000; 220,4352
2708907;-35,82850; -9,5694000;  44,2946
2708956;-37,45360; -9,4634000; 241,9714
2709004;-36,43670; -9,5320000; 217,5686
2709103;-36,49680; -9,6423000; 249,1884
2709152;-36,35560; -9,9075000; 159,0013
2709202;-37,00600; -9,9711000;  11,4060
2709301;-36,03310; -9,1595000; 154,2668
2709400;-36,24840; -9,3771000; 248,6066
2800100;-36,92750;-10,1340000;  23,4056
2800209;-37,02220;-10,2925000; 220,4098
2800308;-37,04820;-10,9072000;   4,2883
2800407;-37,61230;-11,2645000; 112,3246
2800506;-37,31340;-10,7582000; 176,6265
2800605;-37,04120;-10,9068000;   2,0000
2800670;-37,62360;-11,1464000; 159,9858
2800704;-36,47180;-10,4189000;   2,8739
2801009;-37,49640;-10,7433000; 205,4896
2801108;-36,97380;-10,1387000;  36,9957
2801207;-37,78800; -9,6541000; 154,4254
2801306;-37,05480;-10,5061000; 166,8557
2801405;-37,70190;-10,3580000; 374,1154
2801504;-36,99080;-10,6468000;  34,5059
2801603;-36,88400;-10,2478000;  11,2062
2801702;-37,75470;-11,4736000; 153,1408
2801900;-37,18790;-10,3570000; 200,1191
2802007;-37,14930;-10,6774000; 147,5714
2802106;-37,44000;-11,2679000;  47,8274
2802205;-37,31610;-10,2705000; 214,9422
2802304;-37,54190;-10,5401000; 228,5648
2802403;-37,08440; -9,9674000;  17,4129
2802502;-36,98800;-10,6865000;  18,2592
2802601;-37,19610;-10,2262000; 238,6661
2802700;-36,53860;-10,4343000;   6,0000
2802809;-37,51510;-11,5185000;   7,0175
2802908;-37,42690;-10,6857000; 191,8930
2803005;-37,78740;-11,2768000; 211,9246
2803104;-37,09960;-10,1235000; 170,9605
2803203;-37,30780;-10,9967000;  11,5793
2803302;-36,94180;-10,5895000;  64,1971
2803401;-36,80080;-10,3465000;  86,5780
2803500;-37,66640;-10,9153000; 172,2949
2803609;-37,16060;-10,7970000;  35,7328
2803708;-37,54340;-10,6641000; 240,7890
2803807;-36,91890;-10,3465000;  94,9300
2803906;-37,31150;-10,6600000; 267,4914
2804003;-37,08330;-10,7369000;   8,9509
2804102;-37,34570;-10,5790000; 221,8732
2804201;-37,56140;-10,0259000; 266,2550
2804300;-36,95700;-10,4274000; 140,6439
2804409;-36,57670;-10,3159000;  28,5679
2804458;-37,45440;-10,3947000; 216,3412
2804508;-37,41990;-10,2157000; 288,4354
2804607;-37,19370;-10,4921000; 203,8272
2804706;-37,05050;-10,0786000; 221,7410
2804805;-37,12850;-10,8488000;  11,0538
2804904;-36,64800;-10,4499000;  91,5305
2805000;-37,68600;-10,6181000; 173,8937
2805109;-37,68110;-11,1935000; 169,4023
2805208;-37,72210;-10,5667000; 250,1775
2805307;-36,85970;-10,7411000;   3,4198
2805406;-37,68420; -9,8058000; 181,9093
2805505;-38,17670;-10,7076000; 263,3155
2805604;-37,27660; -9,9193000;  56,9097
2805703;-36,84210;-10,2082000;  13,9175
2805802;-37,72930;-11,0664000; 158,9826
2805901;-37,19350;-10,7317000;   9,5526
2806008;-37,43290;-10,5452000; 298,4483
2806107;-37,03130;-10,6946000;  16,8723
2806206;-37,47780;-11,0221000; 107,1215
2806305;-37,44980;-11,3533000;  22,8117
2806404;-36,59960;-10,2877000;  15,3930
2806503;-37,19770;-10,6462000;  70,7812
2806602;-37,05630;-10,7820000;  20,4950
2806701;-37,20950;-11,0137000;   6,2786
2806800;-37,56840;-10,7923000; 209,4361
2806909;-36,88620;-10,3465000; 107,0082
2807006;-37,38400;-10,3878000; 194,8542
2807105;-37,80940;-10,7381000; 265,8350
2807204;-37,11220;-10,6050000;  86,3239
2807303;-36,88390;-10,2092000;  16,4726
2807402;-37,99900;-11,1843000; 163,9730
2807501;-37,84540;-11,3681000; 179,4156
2807600;-37,66110;-11,3799000; 146,0430
2900108;-41,66160;-13,2535000; 674,2237
2900207;-39,11660; -8,7234000; 316,3820
2900306;-38,01830;-11,6626000; 183,9284
2900355;-38,11550;-10,5296000; 280,7102
2900405;-38,76810;-11,8729000; 299,8860
2900504;-42,13620;-13,4223000; 726,6770
2900603;-39,88580;-14,1273000; 155,1018
2900702;-38,42260;-12,1342000; 141,1371
2900801;-39,19420;-17,5189000;   6,3989
2900900;-39,63590;-14,7060000; 290,7255
2901007;-39,59810;-13,0345000; 393,8435
2901106;-38,75560;-12,4002000; 203,6105
2901155;-41,43720;-11,4496000; 688,0690
2901205;-41,12710;-14,6113000; 390,0491
2901304;-41,32460;-12,8014000; 416,6532
2901353;-39,83230;-10,3442000; 414,5499
2901403;-44,69580;-12,0067000; 471,0000
2901502;-39,24850;-12,1496000; 238,0813
2901601;-38,33100;-10,4127000; 432,8269
